Date,Symbol,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,BB_Width,BB_Pct,EMA_10,EMA_30,EMA_Cross,ATR,OBV,Stoch_K,Stoch_D,ROC,Vol_MA_Ratio
2019-01-28,HUBC,0.19080338266384783,0.17499605864732776,0.19393377338934037,0.18896204699962532,0.005628589419893993,0.7438953354440825,0.44096918048357486,0.428862069895931,0.6210926836338108,0.07950189857559867,0.7128178018685096,0.17750486187197612,0.16650921602192303,0.43903885435059586,0.09686596843911528,0.029479500454380855,0.9411764705882358,0.9347001792756792,0.5429853643653924,0.06113889222959371
2019-01-29,HUBC,0.18879492600422837,0.1781491407851174,0.19191533467895916,0.1928162303945185,0.03772187680029873,0.7800557864279473,0.4453693738378136,0.43254560413013027,0.6252609188923108,0.0854890333484406,0.7307857655315049,0.179907341097594,0.1679783606428319,0.44344368232817405,0.09400992335902432,0.03149895101409374,0.9684210526315801,0.9710572222488154,0.5537303478650382,0.3383515056178411
2019-01-30,HUBC,0.19164904862579285,0.17972568185401233,0.19502482134089794,0.19051442642256838,0.0035888712356204814,0.7257182840964094,0.4471313265847694,0.43588716777144,0.6206828093698772,0.08830722203299812,0.6798595102580454,0.18143165410604678,0.1691896357803414,0.44504780700635105,0.08896350287825187,0.031255363186048546,0.8483333333333316,0.9495000952638545,0.5683395596196787,0.035766714752890484
2019-01-31,HUBC,0.19133192389006348,0.1776236270954858,0.19502482134089794,0.1906750173973556,0.003253221407828638,0.7274380520080591,0.4480898474508574,0.4387751593673275,0.6146106425127484,0.08083953740091267,0.6704966838558036,0.18270961128169994,0.17033414222498144,0.44584246910337444,0.08080712081147277,0.03148148791612727,0.8533333333333317,0.9186943763188392,0.5662020249341094,0.032865443351777573
2019-02-01,HUBC,0.19138477801268505,0.1776236270954858,0.1958976597021439,0.19121032064664634,0.009699419382600197,0.7334985479012158,0.44860331285938976,0.44120058604220747,0.6084180841067321,0.06389360061662833,0.6794288323874498,0.18385785256363152,0.17144273651147934,0.44621414176157276,0.07204720126809401,0.03204299368151085,0.8699999999999999,0.8841790871296235,0.5589547031088371,0.08986803761196706
2019-02-04,HUBC,0.19133192389006348,0.18340427768143353,0.19747967923190224,0.19827632353728392,0.011541190232534929,0.8040546935245237,0.4521666863652274,0.4439392420426778,0.6126114217445504,0.07131660733644475,0.7490341298257654,0.1861521701278348,0.17298044455454953,0.4498460940340571,0.07130045724490815,0.03270032259983868,0.976119402985075,0.9289923971934096,0.5804650831147303,0.1072485986579951
2019-02-06,HUBC,0.19873150105708254,0.18524357559514426,0.20168021384539847,0.20052459718430488,0.015164487091518677,0.8230418523466473,0.4555675014543232,0.44689206298979617,0.6154785413215176,0.08127793546881366,0.7423100932746581,0.18846042686086872,0.1745782388898368,0.4532836716450286,0.06696928771802661,0.033546163421855894,0.987234042553191,0.9759500508436372,0.5601406968496125,0.15046349810052015
2019-02-07,HUBC,0.19978858350951373,0.1844553050606968,0.20026185150837383,0.19790161126278044,0.002831507521628629,0.7555768672659832,0.4562628155996231,0.4494100933353516,0.6096578098473269,0.08697650331507845,0.6847829559526516,0.18984606476518728,0.175887107579761,0.45385556338594435,0.06451021880102624,0.03334197950717096,0.9177304964539009,0.992688663611965,0.5344345064922578,0.031079628959672034
2019-02-08,HUBC,0.1967758985200846,0.1804088496505334,0.19469750695543064,0.188747925699909,0.04100952383149063,0.5645774033058722,0.45142606173711386,0.4503409232280844,0.5884092649192993,0.08585333094332619,0.5613074362959867,0.1892246252506946,0.17646298198725308,0.4486389687289548,0.06678766623112924,0.03115148014173516,0.6170568561872902,0.8667689817108454,0.506378967232471,0.35862456295532147
2019-02-11,HUBC,0.19133192389006348,0.1776236270954858,0.19638863128034478,0.19179915422086613,0.00607612252361645,0.6028923028978512,0.448672600506321,0.4504687198775165,0.5776587085427386,0.08069139884850707,0.589211631767516,0.18930122249030024,0.17721788692088059,0.4457592606339541,0.06010081352279843,0.03152447400342936,0.6917562724014339,0.7631478517484513,0.5069633887082671,0.060979292270441805
2019-02-12,HUBC,0.19143763213530657,0.18524357559514426,0.19753423162948014,0.19581392859054653,0.003976159498457223,0.6493332838428388,0.4480850229394813,0.45043932020053085,0.5755542527391443,0.08008450512229136,0.6287026704242278,0.19013369263204638,0.1782085405652919,0.4452314106357925,0.06318777833803808,0.0317882115598974,0.8040404040404044,0.7232778614091951,0.5164382072482478,0.04132502570636278
2019-02-13,HUBC,0.1965116279069768,0.18156497976772296,0.20157110905024278,0.19474332209196515,0.0,0.628559669987521,0.4465500528778893,0.450071915906371,0.5710292374638942,0.07796150671218469,0.6026878910124136,0.1906095246534082,0.17905942713671708,0.44371561389151476,0.05409443193680695,0.03173134454857068,0.7636363636363634,0.7746818441298012,0.5015893322597552,0.004095996823144116
2019-02-14,HUBC,0.19191331923890065,0.1776236270954858,0.19666139326823406,0.1926556394197313,0.0017126747623224838,0.5879966672590957,0.4437601150883408,0.44915295323903,0.5636452848874394,0.06731738836421561,0.5638318831291784,0.19059854593184666,0.17970750262776625,0.4409025791575071,0.049317385504812475,0.03158537096044066,0.6848484848484846,0.7722593513940222,0.5022575680819364,0.020465165497519498
2019-02-15,HUBC,0.19133192389006348,0.17673025382311208,0.19311548742567242,0.18783791017611473,0.012651416586000257,0.5021272511047661,0.4385955630300262,0.44726075097909557,0.550616101855026,0.05400448154812858,0.4727134695851338,0.18966580373390451,0.1799724240909456,0.43562957501017074,0.04706638175426002,0.030870279487300638,0.17171717171716872,0.5505098512500521,0.4873418371398718,0.1303830905316293
2019-02-18,HUBC,0.18868921775898523,0.17236849019916967,0.18384157983743382,0.18489374230501576,0.010327687008979802,0.4548724697562243,0.43260609988859866,0.4444051494153968,0.537718655062302,0.04199397617135936,0.3936890338878447,0.1883381312663136,0.18001165552657117,0.42956503102958177,0.05155801634770711,0.030276086384697753,0.32359550561797684,0.3961918769602511,0.4769386310419154,0.10479074698390958
2019-02-19,HUBC,0.18213530655391125,0.16921540806138002,0.18798756205335226,0.18328783255714365,0.0029433907975592436,0.4298739980643729,0.4267362280212816,0.4408056208477171,0.5277593796984684,0.027828088981250682,0.3107392812498819,0.18694393392363873,0.1799345749998782,0.42370111065261773,0.045062998191053236,0.030066081437357325,0.25617977528089886,0.24586200259406482,0.45161481076583804,0.035478609967375965
2019-02-20,HUBC,0.18076109936575058,0.17447054495769615,0.18438710381321255,0.18558963652909372,0.025010215373412758,0.4686052669679891,0.42306403491966144,0.43710330410963116,0.5263833096166701,0.022658139358774778,0.3489043771595701,0.18624457881941214,0.18002555336986092,0.4202066854096171,0.052052871429573086,0.03142417313305781,0.3528089887640432,0.30936911075892815,0.45196787714682063,0.2497718386874325
2019-02-21,HUBC,0.1835623678646935,0.16974092175101158,0.16731220337133818,0.16498046143140088,0.06159604660272371,0.2320030398414025,0.4092120388907376,0.43103814103526844,0.49475085484694253,0.04972089369169397,0.03539588360210508,0.18172074086739443,0.17865047392582367,0.40597806100805134,0.07675916460084474,0.028162603759011542,0.10026737967914434,0.23105014703356835,0.39862925525725756,0.5086870363522913
2019-02-22,HUBC,0.16252642706131082,0.1550265384413264,0.16202062080628443,0.16910229645093944,0.019037369719886104,0.29490851018514364,0.4004345317386459,0.42421955585772475,0.4846644644475835,0.06294424675360967,0.18048937903519824,0.1788097465709101,0.17765614693298015,0.3972892648281934,0.08443464959845783,0.029209941865257313,0.2946745562130171,0.24454988576447945,0.4367595308535994,0.1508490172461324
2019-02-25,HUBC,0.16501057082452436,0.15003415838982603,0.16583928863673558,0.1604839141373588,0.0036835416998694625,0.2254999740458373,0.38909132480395003,0.4162234305673805,0.4689002212186317,0.08446115340205378,0.14755278271836864,0.174775520666703,0.1761153458948791,0.3859422425895797,0.08432756189765751,0.028961428548042092,0.10414201183431895,0.15734483774832378,0.4022405890626761,0.03393193911335375
2019-02-26,HUBC,0.15702959830866814,0.15003415838982603,0.15956576291528013,0.159895080563139,0.006988401542743,0.22111830546468772,0.3800530203836204,0.40780164831990495,0.4632017658272879,0.10139160895807815,0.20266575760391925,0.17136188642940575,0.1746322317113148,0.3771056875180537,0.08744471121645782,0.0285409708816185,0.13707865168539304,0.17025418655883306,0.3893373076118058,0.061539875874681564
