Date,Open,High,Low,Close,Volume,Symbol,Sector
2020-04-07,73.5,76.99,72.0,76.8,1513688.0,HUBC,Power
2020-04-08,76.8,77.4,75.0,76.8,1099087.0,HUBC,Power
2020-04-09,77.99,80.95,77.5,78.11,1888287.0,HUBC,Power
2020-04-10,77.0,79.24,76.3,78.76,768225.0,HUBC,Power
2020-04-13,76.9,76.9,72.86,72.86,3600919.0,HUBC,Power
2020-04-14,70.06,72.86,68.5,71.85,2356090.0,HUBC,Power
2020-04-15,72.01,74.49,71.06,71.35,2276143.0,HUBC,Power
2020-04-16,70.36,72.5,70.25,71.77,560543.0,HUBC,Power
2020-04-17,77.15,77.15,77.15,77.15,919645.0,HUBC,Power
2020-04-20,80.0,81.34,77.5,79.31,5778998.0,HUBC,Power
2020-04-21,77.26,79.5,73.37,74.0,1786224.0,HUBC,Power
2020-04-22,70.15,74.15,70.15,72.4,3030066.0,HUBC,Power
2020-04-23,73.94,74.5,71.55,74.11,745577.0,HUBC,Power
2020-04-24,74.0,75.99,74.0,75.0,833926.0,HUBC,Power
2020-04-27,74.0,74.3,72.02,72.67,1118031.0,HUBC,Power
2020-04-28,73.01,76.9,73.01,75.0,1326645.0,HUBC,Power
2020-04-29,75.99,80.62,75.2,80.39,2448030.0,HUBC,Power
2020-04-30,80.0,84.75,80.0,84.21,3524599.0,HUBC,Power
2020-05-04,83.5,83.75,80.2,80.69,2100625.0,HUBC,Power
2020-05-05,81.0,82.4,80.01,80.84,712021.0,HUBC,Power
2020-05-06,80.45,80.75,78.65,79.16,1273695.0,HUBC,Power
2020-05-07,78.65,79.4,76.5,77.17,1755685.0,HUBC,Power
2020-05-08,77.6,79.49,77.49,78.44,755880.0,HUBC,Power
2020-05-11,77.19,77.5,75.5,76.98,935938.0,HUBC,Power
2020-05-12,77.8,78.5,76.3,77.66,999574.0,HUBC,Power
2020-05-13,78.0,78.5,74.5,76.74,3253884.0,HUBC,Power
2020-05-14,77.0,78.2,75.02,75.3,761175.0,HUBC,Power
2020-05-15,75.16,78.78,75.1,77.77,2820679.0,HUBC,Power
2020-05-18,79.45,79.45,76.11,77.32,1588010.0,HUBC,Power
2020-05-19,78.4,79.75,77.0,77.79,2319091.0,HUBC,Power
2020-05-20,78.0,79.7,77.5,77.97,1426052.0,HUBC,Power
2020-05-21,78.51,78.51,76.03,77.53,905333.0,HUBC,Power
2020-05-28,77.05,78.45,76.3,76.67,764040.0,HUBC,Power
2020-05-29,76.69,78.5,76.69,78.16,1703645.0,HUBC,Power
2020-06-01,78.7,78.7,75.5,77.2,1305285.0,HUBC,Power
2020-06-02,77.25,77.65,76.15,76.95,1018496.0,HUBC,Power
2020-06-03,76.53,78.95,76.53,77.98,1450150.0,HUBC,Power
2020-06-04,78.01,78.15,75.85,76.53,4063959.0,HUBC,Power
2020-06-05,76.49,77.39,75.55,76.83,556666.0,HUBC,Power
2020-06-08,76.9,77.4,75.5,76.03,1581643.0,HUBC,Power
2020-06-09,75.9,75.9,74.8,75.15,1078180.0,HUBC,Power
2020-06-10,75.15,75.58,74.65,74.96,792064.0,HUBC,Power
2020-06-11,74.75,76.15,74.75,75.11,1006843.0,HUBC,Power
2020-06-12,74.5,74.5,72.91,73.72,1026090.0,HUBC,Power
2020-06-15,73.01,73.74,71.34,71.75,1600790.0,HUBC,Power
2020-06-16,72.0,73.0,71.7,72.64,379890.0,HUBC,Power
2020-06-17,72.6,73.85,72.6,73.1,363438.0,HUBC,Power
2020-06-18,73.1,73.11,70.9,71.06,907248.0,HUBC,Power
2020-06-19,71.5,71.5,70.0,70.7,569555.0,HUBC,Power
2020-06-22,70.52,73.0,69.8,71.99,1760384.0,HUBC,Power
2020-06-23,71.75,73.5,71.98,73.34,663719.0,HUBC,Power
2020-06-24,73.02,73.9,72.0,72.53,785741.0,HUBC,Power
2020-06-25,72.02,72.05,70.51,70.82,1633895.0,HUBC,Power
2020-06-26,72.5,73.19,71.8,72.8,1516713.0,HUBC,Power
2020-06-29,72.6,73.0,71.03,72.14,402847.0,HUBC,Power
2020-06-30,72.0,73.2,71.5,72.5,743129.0,HUBC,Power
2020-07-01,72.1,76.49,72.0,75.66,2575535.0,HUBC,Power
2020-07-02,76.15,76.6,74.0,74.23,2110095.0,HUBC,Power
2020-07-03,74.5,75.0,73.35,73.68,613210.0,HUBC,Power
2020-07-06,73.7,73.7,70.0,71.84,5350573.0,HUBC,Power
2020-07-07,71.9,72.0,70.55,70.75,2548178.0,HUBC,Power
2020-07-08,70.97,71.01,70.18,70.31,2300757.0,HUBC,Power
2020-07-09,70.61,72.99,70.61,72.29,6319425.0,HUBC,Power
2020-07-10,72.5,74.2,71.8,72.22,4543039.0,HUBC,Power
2020-07-13,72.5,73.6,71.8,71.99,4529758.0,HUBC,Power
2020-07-14,72.11,72.3,71.0,71.55,2711792.0,HUBC,Power
2020-07-15,71.55,72.6,71.55,72.16,1483206.0,HUBC,Power
2020-07-16,72.55,73.2,72.21,72.52,2435354.0,HUBC,Power
2020-07-17,72.52,74.9,72.52,74.43,4632885.0,HUBC,Power
2020-07-20,74.75,77.9,74.75,76.98,7388997.0,HUBC,Power
2020-07-21,77.4,82.5,76.35,81.63,15729032.0,HUBC,Power
2020-07-22,81.95,82.65,79.5,80.03,5683906.0,HUBC,Power
2020-07-23,80.59,80.6,78.07,78.4,2164496.0,HUBC,Power
2020-07-24,79.5,79.5,76.56,77.09,2904463.0,HUBC,Power
